housing_id,minsaleprice,maxsaleprice,mediansaleprice,averagesaleprice,houseaddress
408190010,1.0,378000000.0,59293.0,601239.290016066,100 S BUSH LN
DCD80B7E-8B29-45E1-BD17-18B31A36B70E,1.0,378000000.0,59293.0,601239.290016066,100 S IDAHO RD
205202230,1.0,378000000.0,59293.0,601239.290016066,100 S JEFFERSON ST
10309002D,1.0,378000000.0,59293.0,601239.290016066,100 S LA BARGE RD
505255140,1.0,378000000.0,59293.0,601239.290016066,100 S LAURA LN
505910010,1.0,378000000.0,59293.0,601239.290016066,100 S NAPLES LN
301430150,1.0,378000000.0,59293.0,601239.290016066,100 S TILBURY DR
102300160,1.0,378000000.0,59293.0,601239.290016066,100 W 16TH AVE
202070460,1.0,378000000.0,59293.0,601239.290016066,100 W 20TH ST
50707105A,1.0,378000000.0,59293.0,601239.290016066,100 W 2ND ST
10123004G,1.0,378000000.0,59293.0,601239.290016066,100 W APACHE TRL
10123004F,1.0,378000000.0,59293.0,601239.290016066,100 W APACHE TRL
210801930,1.0,378000000.0,59293.0,601239.290016066,100 W DANA DR
105080060,1.0,378000000.0,59293.0,601239.290016066,100 W GORHAM ST
306131790,1.0,378000000.0,59293.0,601239.290016066,100 W JONES AVE
106122970,1.0,378000000.0,59293.0,601239.290016066,100 W LIME ST
210801270,1.0,378000000.0,59293.0,601239.290016066,100 W LOVE RD
106123220,1.0,378000000.0,59293.0,601239.290016066,100 W MAIN ST
515375180,1.0,378000000.0,59293.0,601239.290016066,100 W MONTEGO DR
104440180,1.0,378000000.0,59293.0,601239.290016066,100 W MORRIS DR
10444057A,1.0,378000000.0,59293.0,601239.290016066,100 W SAHUARO DR
411010020,1.0,378000000.0,59293.0,601239.290016066,1000 E ALSDORF RD
308031060,1.0,378000000.0,59293.0,601239.290016066,1000 E AMERICAN AVE
210715270,1.0,378000000.0,59293.0,601239.290016066,1000 E DESERT HOLLY DR
506092130,1.0,378000000.0,59293.0,601239.290016066,1000 E FLORENCE BLVD
210722610,1.0,378000000.0,59293.0,601239.290016066,1000 E MOUNTAIN VIEW RD
10203300C,1.0,378000000.0,59293.0,601239.290016066,1000 E OLD WEST HWY
504451080,1.0,378000000.0,59293.0,601239.290016066,1000 E RACINE PL
109490440,1.0,378000000.0,59293.0,601239.290016066,1000 E VERNOA ST
20405023F,1.0,378000000.0,59293.0,601239.290016066,1000 N 8TH PL
BB236F17-33CD-4660-A498-37B8C1E1E0B7,1.0,378000000.0,59293.0,601239.290016066,1000 N 8TH PL
505220150,1.0,378000000.0,59293.0,601239.290016066,1000 N ARIZOLA RD
506091410,1.0,378000000.0,59293.0,601239.290016066,1000 N GILBERT AVE
506090220,1.0,378000000.0,59293.0,601239.290016066,1000 N KADOTA AVE
506090810,1.0,378000000.0,59293.0,601239.290016066,1000 N LEHMBERG AVE
505420470,1.0,378000000.0,59293.0,601239.290016066,1000 N PUEBLO DR
50350007C,1.0,378000000.0,59293.0,601239.290016066,1000 S BIANCO RD
8E35FD37-6D8A-4A62-BE50-3504AEC57151,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102354720,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102353390,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102354350,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102363540,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102363530,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102363520,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102363510,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102353990,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
5BC4F6C4-68EB-4A1D-8489-4912C06AD21F,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
C9072FB4-DE30-462D-9507-ECB20E3D23F8,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102354660,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102354370,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102356210,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
5386A733-C79A-40EE-83E4-65A7B3756921,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
D1C0672F-9A7B-48E7-B0D9-81FE298880C9,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
4FC34B5A-279D-4075-A854-F0D5F7C62A83,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
75E8FC58-B064-4758-9A60-94998DFEC0DF,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102353770,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102355910,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102354030,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102355720,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102353450,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102361850,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102362980,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102353660,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102355280,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102352660,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102354020,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102353680,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102355360,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102354540,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102353360,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102355330,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102353240,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102355160,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102360920,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
5984E0B0-8C67-4EE3-B66F-A905784AA429,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102354980,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
33CFF599-196B-4680-9110-E0BB80B57253,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102354550,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
1DD63238-9FF6-4FAD-8F80-943AD0EA562D,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102363070,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
AFF7783B-39DD-4368-80CB-6207EFD77702,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102356530,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102355900,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102362600,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102355120,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102360520,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102352980,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102354630,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
D7CAE49F-866A-457E-97ED-3EC4C7591311,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102353430,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102355240,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102363100,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
A59A7233-BB01-4607-AB8F-41BBBA9E6267,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102354010,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
E4EBF176-2286-439A-B10C-DEADDC1A7143,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102360880,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102353470,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
D9EFF37B-6235-47B6-87F1-90505D69982B,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102353230,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102360930,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102362300,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102354360,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102354530,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
7380DF71-C90E-4991-92DC-A1B995FAE3BC,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102355800,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102361050,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
3FF07FFB-6AD1-4241-BAD8-61F9EC09EC61,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102353870,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102354050,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102354850,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102354800,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102356200,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102356080,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102354600,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102355090,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102355470,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102363110,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102354960,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102355790,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102353050,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
BDFF15BF-79D7-4C87-AD50-517C6B34A902,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102354120,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102355870,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102353320,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
0F71224C-CE43-4B16-9B69-86F3DED7C29B,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102355320,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102353060,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102362900,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102352810,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102363090,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102363440,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102353720,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102356410,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102363290,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102353020,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102355310,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
9941D156-7371-42DD-89AD-6A6301019961,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102355990,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102356070,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
5EBD213E-DEC7-42F3-AA5F-D334AD295732,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102363140,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102353260,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102356100,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102354620,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102353340,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102356340,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102355380,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
BE1E6823-1F47-4723-95F2-968F19230C60,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102351170,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102352750,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102351260,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102352210,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102355200,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
C611564A-D391-458A-94D3-3C6CBEABA048,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102352560,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
9FEAE8F2-D5AB-4283-9C9E-86FBB13EC300,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102356360,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102352720,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102355830,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102362020,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102350450,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102356450,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102362840,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102355950,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102355670,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102356550,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102362440,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102356170,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102350420,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102360220,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102354220,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102356430,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102360450,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102360670,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102356610,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102355450,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102363350,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102352500,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102355810,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102360900,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
88F3FC56-FF7B-419B-9D58-888CFBD99590,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102360890,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102352700,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102351860,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102355920,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102356050,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102355860,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102363810,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102355430,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102363800,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102351500,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102355080,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102355250,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102352830,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102362060,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102351960,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102351880,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102355510,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102351560,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102355010,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
716FA77F-BB18-4F37-AE0E-E60B61FA3579,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102362920,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102354650,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102356570,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102356230,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102351450,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102356600,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102350390,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102356090,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102356310,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102355000,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102360020,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102356280,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102355530,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
3426F3C8-3B01-4DEF-84C8-BE5DFA845301,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102355500,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
5CC39D3C-B940-42EE-8E9D-BA1892E22E5E,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102351920,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
022A1D74-7375-424D-921A-F397064A0CD4,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
8F278B63-E455-4F18-BAA3-7B5E11B21F69,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
08F793A3-D847-42B6-A58A-5995C83681A3,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102356460,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102356440,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102356140,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102362450,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102354820,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102360810,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102355460,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102351090,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102354520,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
102363870,1.0,378000000.0,59293.0,601239.290016066,1000 S IDAHO RD
202430100,1.0,378000000.0,59293.0,601239.290016066,1000 W 20TH ST
210812770,1.0,378000000.0,59293.0,601239.290016066,1000 W ANGUS RD
10113068A,1.0,378000000.0,59293.0,601239.290016066,1000 W APACHE TRL
204377990,1.0,378000000.0,59293.0,601239.290016066,1000 W BALDWIN AVE
210781190,1.0,378000000.0,59293.0,601239.290016066,1000 W DESERT BASIN DR
202430750,1.0,378000000.0,59293.0,601239.290016066,1000 W ELLIOT ST
109187470,1.0,378000000.0,59293.0,601239.290016066,1000 W EMPRESS TREE AVE
202431520,1.0,378000000.0,59293.0,601239.290016066,1000 W FELIZ ST
308610320,1.0,378000000.0,59293.0,601239.290016066,1000 W GATEWAY ST
503830010,1.0,378000000.0,59293.0,601239.290016066,1000 W GILA BEND HWY
202431180,1.0,378000000.0,59293.0,601239.290016066,1000 W GRESSINGER ST
204322960,1.0,378000000.0,59293.0,601239.290016066,1000 W PALO VERDE AVE
204320630,1.0,378000000.0,59293.0,601239.290016066,1000 W PRIOR AVE
419A5CBA-0715-4B52-8CB5-E4B45813BB41,1.0,378000000.0,59293.0,601239.290016066,1000 W PRIOR AVE
210782070,1.0,378000000.0,59293.0,601239.290016066,1000 W VINEYARD PLAINS DR
10009025A,1.0,378000000.0,59293.0,601239.290016066,1000 W WHITELEY ST
108748280,1.0,378000000.0,59293.0,601239.290016066,10000 E LEGEND CT
407033180,1.0,378000000.0,59293.0,601239.290016066,10000 W ARVADA DR
407030720,1.0,378000000.0,59293.0,601239.290016066,10000 W HEATHER DR
40712931B,1.0,378000000.0,59293.0,601239.290016066,10000 W LYNX DR
104601030,1.0,378000000.0,59293.0,601239.290016066,10001 E HUMMINGBIRD LN
509360390,1.0,378000000.0,59293.0,601239.290016066,10001 N BATTLEFORD DR
509602120,1.0,378000000.0,59293.0,601239.290016066,10001 W APPALOOSA TRL
509360380,1.0,378000000.0,59293.0,601239.290016066,10002 N BATTLEFORD DR
509360400,1.0,378000000.0,59293.0,601239.290016066,10002 N TUZIGOOT DR
10404013B,1.0,378000000.0,59293.0,601239.290016066,10003 E LAZY K RD
108748420,1.0,378000000.0,59293.0,601239.290016066,10003 E LEGEND CT
510640560,1.0,378000000.0,59293.0,601239.290016066,10003 N WHITE RD
407115490,1.0,378000000.0,59293.0,601239.290016066,10004 W MAZATLAN DR
407115890,1.0,378000000.0,59293.0,601239.290016066,10004 W MISSION DR
407030550,1.0,378000000.0,59293.0,601239.290016066,10005 W LEANDER DR
407115920,1.0,378000000.0,59293.0,601239.290016066,10005 W MISSION DR
509911090,1.0,378000000.0,59293.0,601239.290016066,10005 W PROSPECTOR DR
40703475C,1.0,378000000.0,59293.0,601239.290016066,10007 W BATTAGLIA DR
108747860,1.0,378000000.0,59293.0,601239.290016066,10008 E PROSPECTOR DR
407118560,1.0,378000000.0,59293.0,601239.290016066,10008 W SAN LAZARO DR
200130020,1.0,378000000.0,59293.0,601239.290016066,10009 E BARLEY RD
200136240,1.0,378000000.0,59293.0,601239.290016066,10009 E ORANGE GROVE ST
108748150,1.0,378000000.0,59293.0,601239.290016066,10009 E PROSPECTOR DR
507030050,1.0,378000000.0,59293.0,601239.290016066,1001 E FLORENCE BLVD
102531530,1.0,378000000.0,59293.0,601239.290016066,1001 E GREENLEE AVE
210563390,1.0,378000000.0,59293.0,601239.290016066,1001 E OMEGA DR
210711900,1.0,378000000.0,59293.0,601239.290016066,1001 E ROSEBUD DR
09C41567-0C5E-41FE-8566-12D6999BC9F6,1.0,378000000.0,59293.0,601239.290016066,1001 N COLORADO ST
506090800,1.0,378000000.0,59293.0,601239.290016066,1001 N GILBERT AVE
50383012B,1.0,378000000.0,59293.0,601239.290016066,1001 N JEFFERSON AVE
505420300,1.0,378000000.0,59293.0,601239.290016066,1001 N MENZE ST
504240080,1.0,378000000.0,59293.0,601239.290016066,1001 N SCHULTZ ST
308030970,1.0,378000000.0,59293.0,601239.290016066,1001 N SYCAMORE DR
505420520,1.0,378000000.0,59293.0,601239.290016066,1001 N WESTFALL ST
507100250,1.0,378000000.0,59293.0,601239.290016066,1001 S CAMPBELL DR
20204017A,1.0,378000000.0,59293.0,601239.290016066,1001 S ELIZABETH ST
102481040,1.0,378000000.0,59293.0,601239.290016066,1001 W 14TH AVE
307084030,1.0,378000000.0,59293.0,601239.290016066,1001 W 1ST AVE
101310950,1.0,378000000.0,59293.0,601239.290016066,1001 W 7TH AVE
109545950,1.0,378000000.0,59293.0,601239.290016066,1001 W ALPINE TREE AVE
204377670,1.0,378000000.0,59293.0,601239.290016066,1001 W BALDWIN AVE
210800920,1.0,378000000.0,59293.0,601239.290016066,1001 W DEONI TRL
104992310,1.0,378000000.0,59293.0,601239.290016066,1001 W HORRO RD
549D6148-0411-4D3C-BC28-49C3DB7953A4,1.0,378000000.0,59293.0,601239.290016066,1001 W LINDBERGH AVE
204320710,1.0,378000000.0,59293.0,601239.290016066,1001 W PRIOR AVE
210084080,1.0,378000000.0,59293.0,601239.290016066,1001 W SAGUARO LN
307084420,1.0,378000000.0,59293.0,601239.290016066,1001 W WEBB DR
104380760,1.0,378000000.0,59293.0,601239.290016066,10010 E FORTUNA AVE
200135530,1.0,378000000.0,59293.0,601239.290016066,10010 E HARVEST RD
09A7C6E5-DD6B-4B55-A55F-9D244A6B454B,1.0,378000000.0,59293.0,601239.290016066,10010 E HAY LOFT DR
200130300,1.0,378000000.0,59293.0,601239.290016066,10010 E HAY LOFT DR
407032080,1.0,378000000.0,59293.0,601239.290016066,10010 W BRADSHAW DR
B1EF5B8F-EEB5-4021-B93C-D7AE653C0722,1.0,378000000.0,59293.0,601239.290016066,10010 W CONCORDIA DR
104380770,1.0,378000000.0,59293.0,601239.290016066,10011 E FORTUNA AVE
200740190,1.0,378000000.0,59293.0,601239.290016066,10011 E PINTO PONY DR
200740360,1.0,378000000.0,59293.0,601239.290016066,10011 E TWIN SPURS LN
92C1CEF4-81FD-4AA3-88AE-85BDDF2D717B,1.0,378000000.0,59293.0,601239.290016066,10011 N TREKELL RD
50939015F,1.0,378000000.0,59293.0,601239.290016066,10011 N TREKELL RD
407031290,1.0,378000000.0,59293.0,601239.290016066,10011 W HEATHER DR
509601810,1.0,378000000.0,59293.0,601239.290016066,10011 W IRONWOOD DR
104381300,1.0,378000000.0,59293.0,601239.290016066,10013 E DEL MONTE AVE
104381760,1.0,378000000.0,59293.0,601239.290016066,10013 E PALERMO AVE
510640780,1.0,378000000.0,59293.0,601239.290016066,10013 N MARCI LN
407034110,1.0,378000000.0,59293.0,601239.290016066,10013 W CAMELIA DR
407114720,1.0,378000000.0,59293.0,601239.290016066,10013 W KEN DR
