housing_id,state_id,county_name,houseaddress,minsaleprice,maxsaleprice,mediansaleprice,averagesaleprice
308031060,AZ,PINAL,1000 E AMERICAN AVE,1700.0,12470204.0,99500.0,342337.9288990826
210715270,AZ,PINAL,1000 E DESERT HOLLY DR,1700.0,12470204.0,99500.0,342337.9288990826
506092130,AZ,PINAL,1000 E FLORENCE BLVD,1700.0,12470204.0,99500.0,342337.9288990826
210722610,AZ,PINAL,1000 E MOUNTAIN VIEW RD,1700.0,12470204.0,99500.0,342337.9288990826
10203300C,AZ,PINAL,1000 E OLD WEST HWY,1700.0,12470204.0,99500.0,342337.9288990826
504451080,AZ,PINAL,1000 E RACINE PL,1700.0,12470204.0,99500.0,342337.9288990826
109490440,AZ,PINAL,1000 E VERNOA ST,1700.0,12470204.0,99500.0,342337.9288990826
20405023F,AZ,PINAL,1000 N 8TH PL,1700.0,12470204.0,99500.0,342337.9288990826
BB236F17-33CD-4660-A498-37B8C1E1E0B7,AZ,PINAL,1000 N 8TH PL,1700.0,12470204.0,99500.0,342337.9288990826
505220150,AZ,PINAL,1000 N ARIZOLA RD,1700.0,12470204.0,99500.0,342337.9288990826
506091410,AZ,PINAL,1000 N GILBERT AVE,1700.0,12470204.0,99500.0,342337.9288990826
506090220,AZ,PINAL,1000 N KADOTA AVE,1700.0,12470204.0,99500.0,342337.9288990826
506090810,AZ,PINAL,1000 N LEHMBERG AVE,1700.0,12470204.0,99500.0,342337.9288990826
505420470,AZ,PINAL,1000 N PUEBLO DR,1700.0,12470204.0,99500.0,342337.9288990826
50350007C,AZ,PINAL,1000 S BIANCO RD,1700.0,12470204.0,99500.0,342337.9288990826
8E35FD37-6D8A-4A62-BE50-3504AEC57151,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102354720,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102353390,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102354350,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102363540,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102363530,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102363520,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102363510,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102353990,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
5BC4F6C4-68EB-4A1D-8489-4912C06AD21F,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
C9072FB4-DE30-462D-9507-ECB20E3D23F8,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102354660,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102354370,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102356210,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
5386A733-C79A-40EE-83E4-65A7B3756921,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
D1C0672F-9A7B-48E7-B0D9-81FE298880C9,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
4FC34B5A-279D-4075-A854-F0D5F7C62A83,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
75E8FC58-B064-4758-9A60-94998DFEC0DF,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102353770,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102355910,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102354030,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102355720,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102353450,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102361850,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102362980,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102353660,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102355280,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102352660,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102354020,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102353680,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102355360,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102354540,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102353360,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102355330,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102353240,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102355160,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102360920,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
5984E0B0-8C67-4EE3-B66F-A905784AA429,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102354980,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
33CFF599-196B-4680-9110-E0BB80B57253,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102354550,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
1DD63238-9FF6-4FAD-8F80-943AD0EA562D,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102363070,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
AFF7783B-39DD-4368-80CB-6207EFD77702,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102356530,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102355900,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102362600,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102355120,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102360520,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102352980,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102354630,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
D7CAE49F-866A-457E-97ED-3EC4C7591311,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102353430,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102355240,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102363100,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
A59A7233-BB01-4607-AB8F-41BBBA9E6267,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102354010,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
E4EBF176-2286-439A-B10C-DEADDC1A7143,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102360880,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102353470,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
D9EFF37B-6235-47B6-87F1-90505D69982B,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102353230,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102360930,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102362300,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102354360,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102354530,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
7380DF71-C90E-4991-92DC-A1B995FAE3BC,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102355800,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102361050,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
3FF07FFB-6AD1-4241-BAD8-61F9EC09EC61,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102353870,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102354050,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102354850,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102354800,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102356200,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102356080,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102354600,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102355090,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102355470,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102363110,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102354960,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102355790,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102353050,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
BDFF15BF-79D7-4C87-AD50-517C6B34A902,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102354120,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102355870,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102353320,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
0F71224C-CE43-4B16-9B69-86F3DED7C29B,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102355320,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102353060,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102362900,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102352810,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102363090,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102363440,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102353720,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102356410,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102363290,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102353020,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102355310,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
9941D156-7371-42DD-89AD-6A6301019961,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102355990,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102356070,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
5EBD213E-DEC7-42F3-AA5F-D334AD295732,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102363140,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102353260,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102356100,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102354620,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102353340,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102356340,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102355380,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
BE1E6823-1F47-4723-95F2-968F19230C60,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102351170,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102352750,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102351260,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102352210,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102355200,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
C611564A-D391-458A-94D3-3C6CBEABA048,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102352560,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
9FEAE8F2-D5AB-4283-9C9E-86FBB13EC300,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102356360,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102352720,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102355830,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102362020,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102350450,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102356450,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102362840,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102355950,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102355670,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102356550,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102362440,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102356170,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102350420,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102360220,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102354220,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102356430,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102360450,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102360670,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102356610,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102355450,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102363350,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102352500,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102355810,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102360900,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
88F3FC56-FF7B-419B-9D58-888CFBD99590,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102360890,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102352700,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102351860,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102355920,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102356050,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102355860,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102363810,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102355430,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102363800,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102351500,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102355080,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102355250,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102352830,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102362060,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102351960,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102351880,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102355510,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102351560,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102355010,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
716FA77F-BB18-4F37-AE0E-E60B61FA3579,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102362920,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102354650,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102356570,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102356230,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102351450,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102356600,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102350390,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102356090,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102356310,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102355000,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102360020,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102356280,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102355530,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
3426F3C8-3B01-4DEF-84C8-BE5DFA845301,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102355500,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
5CC39D3C-B940-42EE-8E9D-BA1892E22E5E,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102351920,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
022A1D74-7375-424D-921A-F397064A0CD4,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
8F278B63-E455-4F18-BAA3-7B5E11B21F69,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
08F793A3-D847-42B6-A58A-5995C83681A3,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102356460,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102356440,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102356140,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102362450,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102354820,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102360810,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102355460,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102351090,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102354520,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
102363870,AZ,PINAL,1000 S IDAHO RD,1700.0,12470204.0,99500.0,342337.9288990826
202430100,AZ,PINAL,1000 W 20TH ST,1700.0,12470204.0,99500.0,342337.9288990826
210812770,AZ,PINAL,1000 W ANGUS RD,1700.0,12470204.0,99500.0,342337.9288990826
10113068A,AZ,PINAL,1000 W APACHE TRL,1700.0,12470204.0,99500.0,342337.9288990826
204377990,AZ,PINAL,1000 W BALDWIN AVE,1700.0,12470204.0,99500.0,342337.9288990826
210781190,AZ,PINAL,1000 W DESERT BASIN DR,1700.0,12470204.0,99500.0,342337.9288990826
202430750,AZ,PINAL,1000 W ELLIOT ST,1700.0,12470204.0,99500.0,342337.9288990826
109187470,AZ,PINAL,1000 W EMPRESS TREE AVE,1700.0,12470204.0,99500.0,342337.9288990826
202431520,AZ,PINAL,1000 W FELIZ ST,1700.0,12470204.0,99500.0,342337.9288990826
308610320,AZ,PINAL,1000 W GATEWAY ST,1700.0,12470204.0,99500.0,342337.9288990826
503830010,AZ,PINAL,1000 W GILA BEND HWY,1700.0,12470204.0,99500.0,342337.9288990826
